Text,Categories,Action Needed
"????? ??? ???? ??? ????? ????? ????? ??????? ????? ???? ?????? ????? ?????? ?? ??? ???? ????, ?????? ????? ????? ?????",Urgent,Seek medical care within 24–48 hours
????? ????? ????? ????? ?? ?? ?????? ???? ?? ???????? ??????? ?????? ????????????? ???? ?? ???? ???????? ??? ??? ?? ???? ????? ???,Urgent,Seek medical care within 24–48 hours
???? ????? ????? ???????????? ??????? ?? ???? ???? ????? ????? ?????? ???????????? ??????????? ????? ??? ??–?? ?????? ????? ??????? ????????,Urgent,Seek medical care within 24–48 hours
"?????????????? ??? ???? ????? ??? ????? ???? ???? ????????, ???? ??????",Emergency,Immediately go to emergency department or call ambulance
????? ???? ???? ???? ??? ???? ?????? ???? ???? ??? ??? ????? ??? ???? ???????,Emergency,Immediately go to emergency department or call ambulance
?????? ??? ?????? ????? ??????? ????? ?????????? ??? ??? ???? ??? ??????? ????? ???????,Emergency,Immediately go to emergency department or call ambulance
????? ????? ????? ???? ?? ???? ???? ?????????? ?????? ???? ???? ??? ??? ???? ???? ?????????,Emergency,Immediately go to emergency department or call ambulance
???? ????? ?? ??? ???? ?????? ????????? ????? ??? ???? ????? ??????? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
?????? ?????? ????? ????? ?? ???????? ???? ???? ??? ???????????? ???? ????? ??????,Emergency,Immediately go to emergency department or call ambulance
??????? ????? ???? ???? ?? ???????? ???? ??? ???? ??? ??? ???? ??? ????? ???????? ??????,Emergency,Immediately go to emergency department or call ambulance
"???? ???? ??? ???? ?????? ???? ??? ????? ??? ???? ?????????? ???? ??? ?????? ??? ?????? ?????, ?????? ????????? ??????",Emergency,Immediately go to emergency department or call ambulance
"???? ????? ??????? ??????? ???? ???? ????? ????????????? ?????? ??????, ???? ????? ??? ??? ????? ?????",Emergency,Immediately go to emergency department or call ambulance
?????? ???????????????? ?????? ??? ????? ??????? ?? ??? ????????? ???????????? ? ?????? ????? ??????? ????? ????? ??????,Emergency,Immediately go to emergency department or call ambulance
???????? ???? ? ???????? ????? ???? ???????? ?? ??? ?????,General Query,"No immediate action required, informational response sufficient"
????? ??? ???? ???? ????? ???? ?? ???? ??? ???????? ???,General Query,"No immediate action required, informational response sufficient"
????? ?????? ??????????? ??? ???? ???????? ???-????? ??????????? ???????,General Query,"No immediate action required, informational response sufficient"
"?????, ??? ????? ????????? ?????? ????? ???? ???? ??????? ??? ?? ???? ???? ????? ???? ???? ???? ?????? ?? ??? ????",General Query,"No immediate action required, informational response sufficient"
???????? ?????? ???? ?? ???????? ???? ?? ????? ???? ????? ?? ??? ???? ?? ????? ???? ???? ???? ???? ???? ????,General Query,"No immediate action required, informational response sufficient"
???? ?????????? ????? ????????? ??? ??? ????????? ???? ??? ???? ???????? ????? ???????? ????????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
???? ??????? ????? ???????? ???? ????? ??? ?? ???????? ????? ???? ????????? ???? ????? ????? ????? ?????,General Query,"No immediate action required, informational response sufficient"
"??????? ?????, ???? ??? ?? ?????? ???? ????? ?????, ??? ????? ???? ?? ????????? ?????? ???, ??? ???????? ????? ???? ??? ???? ????? ????????? ?? ???? ??? ????? ???? ?????? ???????? ???? ?????? ?? ?????????? ????? ??? ?????? ???? ???? ???????",General Query,"No immediate action required, informational response sufficient"
"?????, ???? ??? ????? ???? ???? ?????????? ?? ?? ???, ?????? ?? ??? ???? ??? ????? ???? ???? ???? ???? ?????? ??? ?? ?????? ???? ????? ???? ????? ???? ???????? ??????? ????????? ????, ??? ?????? ???? ??? ???? ????",General Query,"No immediate action required, informational response sufficient"
"???? ???????????? ???????? ?? ????? ?????? ?????? ?????, ???? ?????? ??? ??????? ???????? ????????? ??????? ????????? ?????? ?????? ????????? ??? ?????? ????? ???????? ? ????????? ???? ????? ???? ???????? ????????? ???????",General Query,"No immediate action required, informational response sufficient"
???? ????? ?????? ??? ????? ??? ???? ?? ????? ?????? ????,Routine,Schedule a regular medical consultation
"???? ??? ???? ???????? ???? ??? ???? ???, ???? ?????-?????? ????",Routine,Schedule a regular medical consultation
???????????? ???????? ???? ??????? ??? ??????????? ????? ?????????? ???????? ????? ?????????,Routine,Schedule a regular medical consultation
"sir, ?????? ????? ?????? ???? ???? ?????? ???? ???? ???? ??????? ??? ????? ???? ????? ????? ?? ??? ????? ???? ???, ??? ??????? ???? ???? ????? ?????",Routine,Schedule a regular medical consultation
"??????? ??? ?????? ???? ?????? ???? ????? ???? ???? ???? ???? ????, ?????? ?? ?????? ?? ???? ??????? ??? ??? ????",Routine,Schedule a regular medical consultation
"????? ?????? ???? ????? ??????? ?? ???? ????? ?????, ??? ??????????? ???? ???????????? ??????? ?? ??????? ????? ??? ??????",Routine,Schedule a regular medical consultation
"???? ?????? ?????? ???? ??? ???????? ??? ?????, ??? ???? ??????? ???? ????? ???? ?????? ???? ????? ???????? ?? ?? ????",Routine,Schedule a regular medical consultation
"??????? ?????, ???? ???? ???? ??? ???? ??? ??????? ??? ??????? ???? ???????? ?? ??????? ??? ????? ?? ????? ????? ???? ??????? ???? ??? ???? ????? ????????? ???? ?????-????? ?? ???????? ??? ?????? ????? ??, ??? ???????? ??????? ??? ??? ??? ????",Routine,Schedule a regular medical consultation
"???? ???? ????? ????? ???? ??????? ????? ??????? ???? ??, ??? ????? ???????? ???? ?????? ????? ????? ???? ???? ???? ??? ????? ????? ???? ??, ????? ???? ?? ????? ???? ????? ??? ????? ???, ????? ????? ?????? ??? ??????? ???? ???????? ?? ?? ???",Routine,Schedule a regular medical consultation
???????????????? ???????? ????? ???? ?????? ???????? ??????? ??????? ??? ??????????? ???? ???????????? ????????? ?????? ????? ????? ???? ????? ?????????? ?? ????? ????????????? ????? ?? ????? ??? ?????? ?????????? ????????????? ??????? ???????? ??????,Routine,Schedule a regular medical consultation
???? ???? ??????? ????? ????? ?? ??? ????? ???? ?????? ??? ????,Urgent,Seek medical care within 24–48 hours
???? ???? ????? ???? ???? ??? ??? ??? ?? ???? ???? ???? ???????,Urgent,Seek medical care within 24–48 hours
????? ??????????? ????? ???????????? ??????? (Acute Pharyngitis) ??? ??????????? ????? ??? ?????? ???????? ?????????,Urgent,Seek medical care within 24–48 hours
"?????, ???? ???? ???? ???? ????????? ?? ????????? ???? ???? ????? ???? ??? ????? ????????? ??? ????? ????? ????? ?? ?? ???? ??? ???? ???? ?????",Urgent,Seek medical care within 24–48 hours
???? ????? ?????? ???? ??? ??? ?? ????? ?? ???? ????? ???? ???? ????? ?? ?????? ??????? ???????? ???? ?? ??? ???? ????? ??? ???? ?????? ??? ??????,Urgent,Seek medical care within 24–48 hours
"????? ????? ???????? ????? ????? ????????? ??? ???? ??? ???????? ?????? ????? ???????????? ?????? (Functional Impairment) ?????, ?? ????? ??????? ?? ??????????? ???? ??????? ????",Urgent,Seek medical care within 24–48 hours
"????? ?? ???? ???? ?????? ????? ???? ???? ????? ????? ???? ???? ?? ???? ????? ???? ???? ??????, ???? ??????? ??????? ??????",Urgent,Seek medical care within 24–48 hours
"??????? ????, ????? ??? ???? ???? ???? ????? ?? ????? ??????? ????? ? ?????????? ???? ????? ?? ??? ?? ????? ????? ????? ??????? ?????? ???? ???? ???? ?????? ??? ?? ????? ???? ????, ??????? ???? ??? ????? ??? ????? ????? ??? ?????, ??? ??? ????? ???? ???????? ????",Urgent,Seek medical care within 24–48 hours
"???? ???? ?????? ???? ????? ???? ?? ????? ?????? ???? ?? ???? ?? ?????? ???????? ??????? ??? ????? ??? ????? ???? ????????????? ???? ?? ???? ???????? ??? ?????? ???????? ??? ??? ?? ???? ????? ??, ???? ???????? ???? ?????? ??? ?????? ???",Urgent,Seek medical care within 24–48 hours
????? ??????????? ???? ????? ??????? ?? ???? ???? (Abscess) ????? ???? ??? ?????? ???????????? ??????????? ?????? ?? ????? ?????????? ??? ?????????? ????? ?? ???? ?????? ???????? ????? ????????? ????????????? ?????? ???? ??????? ?????? ????? ?? ???? ?? ?????? ????? ??????? ????????,Urgent,Seek medical care within 24–48 hours
"???? ?????? ??? ???? ?? ???? ????? ???? ???? ????????, ?? ???? ??????!",Emergency,Immediately go to emergency department or call ambulance
"???? ????? ?? ????? ?? ??? ???? ???? ????????? ????, ??? ?????? ??? ????????",Emergency,Immediately go to emergency department or call ambulance
?????? ??? ????????? ????? ????? ????????? ??????? (???? ?????? ????????) ???? ????? ??? ????? ?????????? ????????? ????? ???????,Emergency,Immediately go to emergency department or call ambulance
??????????? ???? ???? ????? ????? ???? ????????? ???? ????? ????? ??? ???? ???? ??? ???? ???????? ??? ????? ????????? ????? ?????,Emergency,Immediately go to emergency department or call ambulance
"???? ?????? ???? ??????? ???? ???? ??? ?? ???? ????? ??????? ??? ???? ????? ??? ??? ?? ????? ?????? ????? ????? ?????? ??, ???? ??????",Emergency,Immediately go to emergency department or call ambulance
"???? ???? ???????? ???????? ?????????? ??? ????????? ??????? ????? (Airway Compromise) ??? ????? ??????? ????????????? ????? ??????, ?? ??????? ?????????",Emergency,Immediately go to emergency department or call ambulance
"????????? ???? ???? ?? ??? ????? ???? ???? ????? ???? ??? ???? ?????? ?????, ?? ??? ??? ???? ????!",Emergency,Immediately go to emergency department or call ambulance
???? ???? ????? ??? ???? ?????? ??? ????? ??????????? ???? ???? ???????????? ?????? ???? ??? ?????????? ??? ???? ???? ?????? ??? ?????? ?????? ?????? ????????? ? ????? ????????? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ??????? ???? ???????? ?? ???????? ??????????? ????????? ??? ???? ????????? ???? ?? ??? ????? ???? ????? ??? ?????? ??? ????? ???? ????? ???????,Emergency,Immediately go to emergency department or call ambulance
?????? ????????? ????? ??? ???????????? ???? ??????????? ??? ???????? ???????? ??????? ????? ????? ?????? ???????? ????? ????? ????? ? ??????????? ??????????? ????????,Emergency,Immediately go to emergency department or call ambulance
?????? ?????? ???????? ????? ???? ??? ??????????? ??????? ??? ?? ???????,General Query,"No immediate action required, informational response sufficient"
??? ????? ???? ??????? ??? ??? ????? ???????? ?????? ???,General Query,"No immediate action required, informational response sufficient"
??????? ????????? ????? ????? ?? ????? ???????? ????????? ???????? ??????,General Query,"No immediate action required, informational response sufficient"
"?????, ??? ????? ????????? ??? ????? ????? ???? ??? ?????? ???? ??? ??? ?? ????? ???? ??????? ???? ??? ?? ?????? ????",General Query,"No immediate action required, informational response sufficient"
??? ?? ?????? ?? ?????? ???? ???? ????????? ????? ???? ?????? ???? ?? ??? ????,General Query,"No immediate action required, informational response sufficient"
???? ????????? ?????? ???????? ???? ???????? ??????? ??????????? ??? ????? ???????? ??? ???? ?? ?????? ????????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
"??????? ???? ?? ????????? ?????? ???? ???, ??????? ??? ???? ???",General Query,"No immediate action required, informational response sufficient"
"??????? ?????, ???? ?????? ?? ?????? ???? ????? ?????, ?? ?? ????????? ?????? ???, ??? ???????? ????? ???? ??? ???? ????? ????????? ?? ???? ??? ????? ??????? ????????? ?????? ?? ???? ????? ???? ?????????? ?????? ?? ????? ???????? ??? ??????",General Query,"No immediate action required, informational response sufficient"
"?????? ?? ???? ????? ???? ??? ?? ??? ??????? ????? ???, ????? ??????? ??? ?? ????? ??????? ??????????? ???? ?????? ???? ??? ???? ????? ???",General Query,"No immediate action required, informational response sufficient"
"???? ????????? ???????? ?? ?????????? ??????? ?????, ??????? ????????? ????????? ??? ?? ????????? ??????????? ????????? ?????? ?????? ????????? ??? ??????",General Query,"No immediate action required, informational response sufficient"
???? ??????? ??? ?????? ????? ???? ???? ???? ?????? ???? ???????,Routine,Schedule a regular medical consultation
"?????? ???? ???????? ???? ???? ???? ????? ?? ????? ????, ????? ????",Routine,Schedule a regular medical consultation
???? ???????? ???? ??????? ??? ??????? ????? ??????? ?? ???? ???????? ???????? ????? ?????????,Routine,Schedule a regular medical consultation
"?????, ??? ??????? ??? ???? ??????? ?????? ???? ????? ???? ??????? ??? ????? ????? ???? ????? ????? ?? ???? ???? ???, ??? ???? ????? ??? ???",Routine,Schedule a regular medical consultation
??????? ??? ?????? ???? ?? ???? ???? ??????? ????? ??????? ???? ?????? ??? ????,Routine,Schedule a regular medical consultation
"????? ???? ?????????? ???? ????? ???????? ?? ?????? ????? ?????, ??? ????? ??????? ???????? ???? ? ??????????? ??????????? ??????",Routine,Schedule a regular medical consultation
??????? ?????? ???? ??? ????? ??? ????? ?? ????? ???? ????? ?????,Routine,Schedule a regular medical consultation
"??????? ?????, ???? ??????? ?????????? ??? ??????? ??? ??????? ?????? ??? ????? ?? ???? ?? ???? ????? ??????? ?????",Routine,Schedule a regular medical consultation
???? ??????? ????? ??????? ????? ?????? ?????? ???? ???? ???????? ??????,Routine,Schedule a regular medical consultation
"??????????? ???????? ??????? ????? ??????? ??????? ??? ??????????? ???????? ?????? ??? ????, ???? ??????? ????",Routine,Schedule a regular medical consultation
"???? ????? ????????? ?????? ???? ????? ???? ???? ????????, ?? ???? ??????!",Emergency,Immediately go to emergency department or call ambulance
"???? ???? ???? ???? ???? ?????? ????? ???? ????? ??? ????, ??? ???????",Emergency,Immediately go to emergency department or call ambulance
?????? ???? ????????? ????? ????? ??????? ??? ?????????? (???? ????) ??? ????????? ??????? ????? ???? ????? ???????,Emergency,Immediately go to emergency department or call ambulance
"??????? ?????, ??????????? ??? ???? ???? ??? ???? ?????? ?? ????????? ???? ???? ????? ????? ??? ???? ???? ???????? ??? ??? ????? ????????? ????? ?????",Emergency,Immediately go to emergency department or call ambulance
"???? ???? ???? ?????? ?? ???? ?????? ?? ???? ???? ???????? ???? ???? ??? ?? ??? ????? ??? ?? ????? ?????? ????? ????? ?????? ??, ???? ??????",Emergency,Immediately go to emergency department or call ambulance
????? ????????????????? (Severe Allergic Reaction) ?? ??? ????? ?????? ??? ?????? ???????? ???? ???? ????????? ???????? ???? ????? ???????? ?????? ??????,Emergency,Immediately go to emergency department or call ambulance
????????? ????? ??? ??? ???? ?????? ???? ?????? ???? ???????????? ???? ???? ??? ????? ???? ??? ???? ????????!,Emergency,Immediately go to emergency department or call ambulance
